cliente_id,edad,ciudad,producto,meses_activo,compras_totales,ingreso_total,soporte_tickets,medio_pago,churn,segmento_antiguedad,grupo_edad,prob_churn,riesgo
991,22,Buenos aires,Internet,4,10,270406.0,13,Transferencia,0,0-6 meses,18-30,0.28048012635461644,Bajo
992,72,Desconocida,Internet,26,9,334125.0,12,Desconocido,1,24+ meses,60+,0.6268659593776604,Alto
993,73,Buenos aires,Internet,27,33,388095.0,6,Desconocido,0,24+ meses,60+,0.4923604273772776,Medio
994,50,Buenos aires,Internet,46,32,390243.0,13,Desconocido,0,24+ meses,45-60,0.35702786736616005,Medio
995,71,Mendoza,Internet,43,48,86972.0,14,Efectivo,0,24+ meses,60+,0.18084023226289625,Bajo
996,18,Mendoza,Tv,27,6,342629.0,11,Transferencia,0,24+ meses,,0.472364985368662,Medio
997,35,Rosario,Internet,42,41,59722.0,0,Transferencia,0,24+ meses,30-45,0.2785934471757251,Bajo
998,49,Cordoba,Internet,6,36,356643.0,8,Tarjeta,1,0-6 meses,45-60,0.6087273259765145,Alto
999,64,Cordoba,Tv,15,2,186890.0,5,Tarjeta,0,12-24 meses,60+,0.4100534989033436,Medio
1000,66,Cordoba,Internet,30,29,428148.0,14,Tarjeta,0,24+ meses,60+,0.14987765670268682,Bajo
